rank,finalWorth,category,personName,age,country,city,source,industries,countryOfCitizenship,selfMade,status,gender,lastName,firstName,title,date,cpi_country,cpi_change_country,gdp_country,gross_tertiary_education_enrollment,gross_primary_education_enrollment_country,life_expectancy_country,tax_revenue_country_country,total_tax_rate_country,population_country,latitude_country,longitude_country,selfMade_indicator
2405,1100,Fashion & Retail,Zhang Xuansong,51.0,China,Fuzhou,Supermarkets,Fashion & Retail,China,True,D,M,Zhang,Xuansong,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Food & Beverage,Zhang Xuewu,48.0,China,Changsha,Snacks,Food & Beverage,China,True,R,M,Zhang,Xuewu,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Technology,Zhu Yiming,50.0,China,Beijing,Semiconductors,Technology,China,True,D,M,Zhu,Yiming,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Manufacturing,Zhu Zhaojiang,49.0,China,Shenzhen,Smartphones,Manufacturing,China,True,D,M,Zhu,Zhaojiang,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2405,1100,Manufacturing,Zhuo Jun,57.0,Hong Kong,Hong Kong,Printed circuit boards,Manufacturing,Hong Kong,False,D,F,Zhuo,Jun,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Inherited Wealth
2540,1000,Food & Beverage,Manohar Lal Agarwal,68.0,India,Delhi,Snacks,Food & Beverage,India,False,N,M,Agarwal,Manohar Lal,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Inherited Wealth
2540,1000,Finance & Investments,Christian Angermayer,44.0,United Kingdom,London,Investments,Finance & Investments,Germany,True,D,M,Angermayer,Christian,,4/4/2023 5:01,119.62,1.7,2827113184696.0,60.0,101.2,81.3,25.5,30.6,66834405.0,55.378051,-3.435973,Self Made Billionaires
2540,1000,Fashion & Retail,Ryuji Arai,76.0,Japan,Tokyo,Retail,Fashion & Retail,Japan,True,D,M,Arai,Ryuji,,4/4/2023 5:01,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Self Made Billionaires
2540,1000,Healthcare,Anna Maria Braun,44.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,D,F,Braun,Anna Maria,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
2540,1000,Healthcare,Johanna Braun,43.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,E,F,Braun,Johanna,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
2540,1000,Healthcare,Karl Friedrich Braun,40.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,E,M,Braun,Karl Friedrich,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
2540,1000,Healthcare,Ludwig Theodor Braun,33.0,Germany,Melsungen,Medical technology,Healthcare,Germany,False,D,M,Braun,Ludwig Theodor,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
2540,1000,Diversified,Ana Maria Brescia Cafferata,98.0,Peru,Lima,"Mining, banking",Diversified,Peru,False,D,F,Brescia Cafferata,Ana Maria,,4/4/2023 5:01,129.78,2.1,226848050820.0,70.7,106.9,76.5,14.3,36.8,32510453.0,-9.189967,-75.015152,Inherited Wealth
2540,1000,Media & Entertainment,Jimmy Buffett,76.0,United States,Palm Beach,"Entertainment, Margaritaville",Media & Entertainment,United States,True,N,M,Buffett,Jimmy,Musician,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Gambling & Casinos,Hideyuki Busujima,70.0,Japan,Tokyo,Pachinko machines,Gambling & Casinos,Japan,False,R,M,Busujima,Hideyuki,,4/4/2023 5:01,105.48,0.5,5081769542380.0,63.2,98.8,84.2,11.9,46.7,126226568.0,36.204824,138.252924,Inherited Wealth
2540,1000,Finance & Investments,Edouard Carmignac,75.0,France,Paris,Asset management,Finance & Investments,France,True,D,M,Carmignac,Edouard,,4/4/2023 5:01,110.05,1.1,2715518274227.0,65.6,102.5,82.5,24.2,60.7,67059887.0,46.227638,2.213749,Self Made Billionaires
2540,1000,Logistics,Chang Kuo-Ming,,Taiwan,Taipei,Transportation,Logistics,Taiwan,False,D,M,Chang,Kuo-Ming,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Inherited Wealth
2540,1000,Manufacturing,Chen Jiancheng,64.0,China,Shangyu,Manufacturing,Manufacturing,China,True,D,M,Chen,Jiancheng,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Media & Entertainment,Rui Chen,45.0,China,Shanghai,Online entertainment,Media & Entertainment,China,True,R,M,Chen,Rui,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Manufacturing,Chen Shiliang,59.0,China,Tongxiang,Polyester,Manufacturing,China,True,D,M,Chen,Shiliang,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Technology,Tianqiao Chen,49.0,United States,Atherton,Online games,Technology,China,True,D,M,Chen,Tianqiao,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Energy,Yuantai Chen,55.0,China,Ningde,Batteries,Energy,China,True,D,M,Chen,Yuantai,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Food & Beverage,Cheng Antares,65.0,Hong Kong,Hong Kong,Liquor,Food & Beverage,Hong Kong,True,D,M,Cheng,Antares,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
2540,1000,Manufacturing,Kochouseph Chittilappilly,72.0,India,Kochi,Electrical appliances,Manufacturing,India,True,R,M,Chittilappilly,Kochouseph,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
2540,1000,Real Estate,John Christodoulou,57.0,Monaco,Monaco,Real estate,Real Estate,United Kingdom,True,N,M,Christodoulou,John,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,7184844193.0,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,38964.0,43.7384176,7.4246158,Self Made Billionaires
2540,1000,Finance & Investments,Pollyanna Chu,64.0,Hong Kong,Hong Kong,"Financial services, property",Finance & Investments,Hong Kong,True,E,F,Chu,Pollyanna,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Self Made Billionaires
2540,1000,Diversified,Turgay Ciner,67.0,Turkey,Istanbul,Diversified,Diversified,Turkey,True,D,M,Ciner,Turgay,,4/4/2023 5:01,234.44,15.2,754411708203.0,23.9,93.2,77.4,17.9,42.3,83429615.0,38.963745,35.243322,Self Made Billionaires
2540,1000,Technology,Benoit Dageville,56.0,United States,San Carlos,Software,Technology,United States,True,D,M,Dageville,Benoit,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Real Estate,Mark Dixon,63.0,Monaco,Monaco,Office real estate,Real Estate,United Kingdom,True,D,M,Dixon,Mark,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,7184844193.0,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,38964.0,43.7384176,7.4246158,Self Made Billionaires
2540,1000,Technology,Du Yulin & family,50.0,China,Guangzhou,Software,Technology,China,True,N,M,Du,Yulin,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Healthcare,Feng Yuxia,58.0,China,Beijing,Pharmaceuticals,Healthcare,China,True,D,F,Feng,Yuxia,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Healthcare,Benedicte Find,68.0,Denmark,Copenhagen,Medical devices,Healthcare,Denmark,False,D,F,Find,Benedicte,,4/4/2023 5:01,110.35,0.8,348078018464.0,80.6,101.3,81.0,32.4,23.8,5818553.0,56.26392,9.501785,Inherited Wealth
2540,1000,Fashion & Retail,William Fisher,66.0,United States,San Francisco,Gap,Fashion & Retail,United States,False,D,M,Fisher,William,Director,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Inherited Wealth
2540,1000,Manufacturing,Gao Yunfeng,56.0,China,Shenzhen,Industrial lasers,Manufacturing,China,True,D,M,Gao,Yunfeng,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Real Estate,Jianming Geng,60.0,China,Langfang,Real estate,Real Estate,China,True,D,M,Geng,Jianming,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Finance & Investments,Sven Hagströmer,79.0,Sweden,Stockholm,Financial services,Finance & Investments,Sweden,True,D,M,Hagströmer,Sven,,4/4/2023 5:01,110.51,1.8,530832908738.0,67.0,126.6,82.5,27.9,49.1,10285453.0,60.128161,18.643501,Self Made Billionaires
2540,1000,Service,Clelia Haji-Ioannou,52.0,Monaco,Monte Carlo,EasyJet,Service,Cyprus,False,R,F,Haji-Ioannou,Clelia,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,7184844193.0,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,38964.0,43.7384176,7.4246158,Inherited Wealth
2540,1000,Service,Stelios Haji-Ioannou,56.0,Monaco,Monte Carlo,EasyJet,Service,Cyprus,False,D,M,Haji-Ioannou,Stelios,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,7184844193.0,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,38964.0,43.7384176,7.4246158,Inherited Wealth
2540,1000,Manufacturing,Hang Hong,55.0,China,Wuxi,Machinery,Manufacturing,China,True,D,F,Hang,Hong,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Manufacturing,He Yamin & family,66.0,China,Chengdu,Manufacturing,Manufacturing,China,True,D,M,He,Yamin,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Energy,Ghan Djoe Hiang,79.0,Indonesia,Jakarta,Coal,Energy,Indonesia,False,N,F,Hiang,Ghan Djoe,,4/4/2023 5:01,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,Inherited Wealth
2540,1000,Technology,Hong Feng,46.0,China,Beijing,Smartphones,Technology,China,True,D,M,Hong,Feng,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Fashion & Retail,Hong Seok-joh,70.0,South Korea,Seoul,Convenience stores,Fashion & Retail,South Korea,False,D,M,Hong,Seok-joh,,4/4/2023 5:01,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,Inherited Wealth
2540,1000,Healthcare,Hu Gengxi & family,59.0,China,Shanghai,Bio-Pharma,Healthcare,China,True,R,M,Hu,Gengxi,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Technology,Danilo Iervolino,45.0,Italy,Rome,Online universities,Technology,Italy,True,N,M,Iervolino,Danilo,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Self Made Billionaires
2540,1000,Finance & Investments,Hedda im Brahm-Droege,68.0,Germany,Dusseldorf,Investments,Finance & Investments,Germany,True,D,F,im Brahm-Droege,Hedda,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Self Made Billionaires
2540,1000,Manufacturing,Inder Jaisinghani,70.0,India,Mumbai,Cables & wires,Manufacturing,India,True,N,M,Jaisinghani,Inder ,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
2540,1000,Sports,LeBron James,38.0,United States,Los Angeles,Basketball,Sports,United States,True,N,M,James,LeBron,Athlete,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Fashion & Retail,Johan Johannson,56.0,Norway,Oslo,Grocery stores,Fashion & Retail,Norway,False,D,M,Johannson,Johan,,4/4/2023 5:01,120.27,2.2,403336363636.0,82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946,Inherited Wealth
2540,1000,Technology,Morris Kahn,93.0,Israel,Beit Yanay,Software,Technology,Israel,True,E,M,Kahn,Morris,,4/4/2023 5:01,108.15,0.8,395098666122.0,63.4,104.9,82.8,23.1,25.3,9053300.0,31.046051,34.851612,Self Made Billionaires
2540,1000,Manufacturing,Ashok Kajaria,75.0,India,Delhi,Tiles,Manufacturing,India,True,R,M,Kajaria,Ashok,,4/4/2023 5:01,180.44,7.7,2611000000000.0,28.1,113.0,69.4,11.2,49.7,1366417754.0,20.593684,78.96288,Self Made Billionaires
2540,1000,Finance & Investments,Marcelo Kalim,53.0,Brazil,Sao Paulo,Banking,Finance & Investments,Brazil,True,E,M,Kalim,Marcelo,,4/4/2023 5:01,167.4,3.7,1839758040766.0,51.3,115.4,75.7,14.2,65.1,212559417.0,-14.235004,-51.92528,Self Made Billionaires
2540,1000,Sports,Ken Kendrick,79.0,United States,Paradise Valley,"Banking, sports team",Sports,United States,True,E,M,Kendrick,Ken,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Technology,Brad Keywell,53.0,United States,Chicago,"Software, investments",Technology,United States,True,N,M,Keywell,Brad,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Energy,Muhammed Aziz Khan,68.0,Singapore,Singapore,Power,Energy,Bangladesh,True,N,M,Khan,Muhammed Aziz,,4/4/2023 5:01,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Self Made Billionaires
2540,1000,Fashion & Retail,Kim Jung-woong,48.0,South Korea,Seoul,Cosmetics,Fashion & Retail,South Korea,True,D,M,Kim,Jung-woong,,4/4/2023 5:01,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,Self Made Billionaires
2540,1000,Diversified,Ihor Kolomoyskyy,60.0,Ukraine,Kiev,"Banking, investments",Diversified,Israel,True,E,M,Kolomoyskyy,Ihor,,4/4/2023 5:01,281.66,7.9,153781069118.0,82.7,99.0,71.6,20.1,45.2,44385155.0,48.379433,31.16558,Self Made Billionaires
2540,1000,Real Estate,Kong Jian Min,55.0,China,Guangzhou,Real estate,Real Estate,China,True,D,M,Kong,Jian Min,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Manufacturing,Koo Bon-neung,74.0,South Korea,Seoul,Electronics,Manufacturing,South Korea,False,D,M,Koo,Bon-neung,,4/4/2023 5:01,115.16,0.4,2029000000000.0,94.3,98.1,82.6,15.6,33.2,51709098.0,35.907757,127.766922,Inherited Wealth
2540,1000,Real Estate,Michael Kum,78.0,Singapore,Singapore,Hotels,Real Estate,Singapore,True,N,M,Kum,Michael,,4/4/2023 5:01,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Self Made Billionaires
2540,1000,Real Estate,Richard Kurtz,82.0,United States,Palm Beach,Real estate,Real Estate,United States,True,N,M,Kurtz,Richard,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Finance & Investments,Lev Kvetnoi,57.0,Russia,Moscow,Cement,Finance & Investments,Russia,True,R,M,Kvetnoi,Lev,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
2540,1000,Finance & Investments,Michiel Le Roux,73.0,South Africa,Stellenbosch,Banking,Finance & Investments,South Africa,True,D,M,Le Roux,Michiel,,4/4/2023 5:01,158.93,4.1,351431649241.0,22.4,100.9,63.9,27.5,29.2,58558270.0,-30.559482,22.937506,Self Made Billionaires
2540,1000,Technology,Li Wanqiang,45.0,China,Beijing,Smartphones,Technology,China,True,D,M,Li,Wanqiang,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Fashion & Retail,Liu Baolin,69.0,China,Wuhan,Pharmacies,Fashion & Retail,China,True,E,M,Liu,Baolin,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Healthcare,Loo Choon Yong,74.0,Singapore,Singapore,Healthcare,Healthcare,Singapore,True,N,M,Loo,Choon Yong,,4/4/2023 5:01,114.41,0.6,372062527489.0,84.8,100.6,83.1,13.1,21.0,5703569.0,1.352083,103.819836,Self Made Billionaires
2540,1000,Technology,Lu Yonghua & family,59.0,China,Shanghai,Electronics,Technology,China,True,D,M,Lu,Yonghua,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Manufacturing,Ma Xiuhui,52.0,China,Shanghai,LED lighting,Manufacturing,China,True,D,F,Ma,Xiuhui,,4/4/2023 5:01,125.08,2.9,19910000000000.0,50.6,100.2,77.0,9.4,59.2,1397715000.0,35.86166,104.195397,Self Made Billionaires
2540,1000,Technology,Apoorva Mehta,36.0,United States,San Francisco,Grocery delivery service,Technology,Canada,True,D,M,Mehta,Apoorva,Founder,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Manufacturing,Gabriella Meister,,Germany,Landsberg am Lech,Appliances,Manufacturing,Germany,False,D,F,Meister,Gabriella,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
2540,1000,Manufacturing,Ulrike Meister,56.0,Germany,Landsberg,Appliances,Manufacturing,Germany,False,D,F,Meister,Ulrike,,4/4/2023 5:01,112.85,1.4,3845630030824.0,70.2,104.0,80.9,11.5,48.8,83132799.0,51.165691,10.451526,Inherited Wealth
2540,1000,Construction & Engineering,Andrei Molchanov,51.0,Russia,Moscow,Construction materials,Construction & Engineering,Russia,True,R,M,Molchanov,Andrei,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
2540,1000,Manufacturing,Fulvio Montipò & family,78.0,Italy,Reggio Emilia,Hydraulic pumps,Manufacturing,Italy,True,N,M,Montipò,Fulvio,,4/4/2023 5:01,110.62,0.6,2001244392042.0,61.9,101.9,82.9,24.3,59.1,60297396.0,41.87194,12.56738,Self Made Billionaires
2540,1000,Finance & Investments,Stanley Motta,77.0,United States,New York,Finance,Finance & Investments,Panama,False,N,M,Motta,Stanley,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.20000000000002,101.79999999999998,78.5,9.599999999999998,36.60000000000001,328239523.0,37.09024,-95.712891,Inherited Wealth
2540,1000,Media & Entertainment,Tyler Perry,53.0,United States,Atlanta,"Movies, television",Media & Entertainment,United States,True,E,M,Perry,Tyler,Director,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Fashion & Retail,Réal Plourde,,Canada,Westmount,Convenience stores,Fashion & Retail,Canada,True,N,M,Plourde,Réal,,4/4/2023 5:01,116.76,1.9,1736425629520.0,68.9,100.9,81.9,12.8,24.5,36991981.0,56.130366,-106.346771,Self Made Billionaires
2540,1000,Food & Beverage,Vera Rechulski Santo Domingo,74.0,Bermuda,New York,Beer,Food & Beverage,Brazil,False,E,F,Rechulski Santo Domingo,Vera,,4/4/2023 5:01,127.59498797113072,4.4119486768243785,11731681344673.742,67.54499198717949,102.84241089307169,78.12856570512821,12.501362725450901,43.85124198717949,507454840.43118536,34.93664350171043,10.946222709069213,Inherited Wealth
2540,1000,Energy,George Sakellaris,76.0,United States,Milton,Energy services,Energy,United States,True,D,M,Sakellaris,George,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Media & Entertainment,Eddy Kusnadi Sariaatmadja,69.0,Indonesia,Jakarta,"Media, tech",Media & Entertainment,Indonesia,True,D,M,Sariaatmadja,Eddy Kusnadi,,4/4/2023 5:01,151.18,3.0,1119190780753.0,36.3,106.4,71.5,10.2,30.1,270203917.0,-0.789275,113.921327,Self Made Billionaires
2540,1000,Technology,Neerja Sethi,68.0,United States,Fisher Island,"IT consulting, outsourcing",Technology,United States,True,E,F,Sethi,Neerja,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Technology,Scott Smith,73.0,United States,Provo,Cloud computing,Technology,United States,True,D,M,Smith,Scott,,4/4/2023 5:01,117.24,7.5,21427700000000.0,88.2,101.8,78.5,9.6,36.6,328239523.0,37.09024,-95.712891,Self Made Billionaires
2540,1000,Service,Petter Stordalen & family,60.0,Norway,Oslo,Hotels,Service,Norway,True,D,M,Stordalen,Petter,,4/4/2023 5:01,120.27,2.2,403336363636.0,82.0,100.3,82.8,23.9,36.2,5347896.0,60.472024,8.468946,Self Made Billionaires
2540,1000,Diversified,Ivan Streshinsky,53.0,Russia,Moscow,"Metals, telecom",Diversified,Russia,True,N,M,Streshinsky,Ivan,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
2540,1000,Finance & Investments,Sergei Sudarikov,51.0,Russia,Moscow,"Finance, development",Finance & Investments,Russia,True,R,M,Sudarikov,Sergei,,4/4/2023 5:01,180.75,4.5,1699876578871.0,81.9,102.6,72.7,11.4,46.2,144373535.0,61.52401,105.318756,Self Made Billionaires
